SUBMISSIONYEARQUARTER,PWSID,PWS_ACTIVITY_CODE,POPULATION_SERVED_COUNT,STATE_CODE
2026Q2,IN5239005,A,1375,IN
2026Q2,NY0412272,A,100,VT
2026Q2,NY5615216,A,45,NY
2026Q2,NY2202350,A,625,NY
2026Q2,NY1618120,A,50,NY
2026Q2,NY4100045,A,1102,NY
2026Q2,NY1550014,A,150,NY
2026Q2,NY1330714,A,25,NY
2026Q2,NY4514048,A,30,NY
2026Q2,IL0895800,A,1134,IL
2026Q2,IL1975280,A,833,IL
2026Q2,IL1975200,A,777,IL
2026Q2,IL0995200,A,4750,IL
2026Q2,IL2015300,A,250,IL
2026Q2,IL1895400,A,1020,IL
2026Q2,IL0971450,A,3618,IL
2026Q2,IL0570900,A,353,IL
2026Q2,IL1550050,A,1359,IL
2026Q2,IL0190070,A,280,CO
2026Q2,IL0735345,A,250,IL
2026Q2,IL1977070,A,984,IL
2026Q2,NC0180434,A,60,NC
2026Q2,NC0120010,A,4498,NC
2026Q2,NC7010009,A,60,NC
2026Q2,OR4105581,A,36,OR
2026Q2,OR4100406,A,95,OR
2026Q2,NC0286415,A,25,NC
2026Q2,OR4100520,A,1830,OR
2026Q2,NC1011012,A,100,NC
2026Q2,OR4195286,A,80,OR
2026Q2,NC0136373,A,69,NC
2026Q2,IA4303201,A,85,IA
2026Q2,MN5290486,A,25,MN
2026Q2,MN5040826,A,25,MN
2026Q2,MN5070063,A,135,MN
2026Q2,MN5640178,A,200,MN
2026Q2,NM3521001,A,28,NM
2026Q2,FL2400440,A,800,FL
2026Q2,FL3591061,A,2105,FL
2026Q2,FL1304037,A,25,FL
2026Q2,FL6601866,A,200,FL
2026Q2,FL4560971,A,3954,FL
2026Q2,WI4150668,A,56,WI
2026Q2,WI1540140,A,135,WI
2026Q2,WI8070373,A,100,WI
2026Q2,WI4690560,A,25,WI
2026Q2,WI8160265,A,25,WI
2026Q2,WI8160705,A,25,WI
2026Q2,WI6560121,A,1884,WI
2026Q2,NY3509714,A,45,NY
2026Q2,NY3100588,A,4117,NY
2026Q2,NY1322244,A,55,NY
2026Q2,NY3920027,A,25,NY
2026Q2,NY1400836,A,90,NY
2026Q2,NY1218944,A,49,NY
2026Q2,NY5930027,A,175,NY
2026Q2,NY1030267,A,25,NY
2026Q2,NJ2021001,A,1600,NJ
2026Q2,NJ1319364,A,302,NJ
2026Q2,NY1322160,A,41,NY
2026Q2,NY4130341,A,50,NY
2026Q2,OR4100888,A,60,OR
2026Q2,IN2760022,A,120,IN
2026Q2,WI1140058,A,2627,WI
2026Q2,WI2460942,A,52,WI
2026Q2,WI2460265,A,60,WI
2026Q2,WI8070199,A,55,WI
2026Q2,WI4451581,A,120,WI
2026Q2,WI2680533,A,150,IL
2026Q2,WI7440270,A,50,WI
2026Q2,IA9609601,A,46,IA
2026Q2,IA5225325,A,63,IA
2026Q2,IA4260801,A,102,IA
2026Q2,IA2326048,A,24769,IA
2026Q2,WI4200383,A,25,WI
2026Q2,WI6630318,A,41,WI
2026Q2,WI1250111,A,52,WI
2026Q2,WI2460112,A,11152,WI
2026Q2,WI2520249,A,345,WI
2026Q2,WI7340652,A,104,WI
2026Q2,WI8040296,A,100,WI
2026Q2,WI2520401,A,50,WI
2026Q2,IN5210002,A,11000,IN
2026Q2,OH2860212,A,1997,OH
2026Q2,IN2440025,A,491,IN
2026Q2,IN2441068,A,84,IN
2026Q2,IN2440988,A,56,IN
2026Q2,OH0346114,A,286,OH
2026Q2,OH7200311,A,18319,OH
2026Q2,IN2540938,A,430,IN
2026Q2,IN2540936,A,40,IN
2026Q2,IN2540937,A,30,IN
2026Q2,UTAH07062,A,405,UT
2026Q2,UTAH03011,A,1640,UT
2026Q2,UTAH09038,A,100,UT
2026Q2,CT0798034,A,36,CT
2026Q2,CT0780464,A,25,CT
2026Q2,CA2300871,A,25,CA
2026Q2,CT0410094,A,25,CT
2026Q2,CT1121131,A,48,CT
2026Q2,CT0181214,A,25,CT
2026Q2,IL0770300,A,1068,IL
2026Q2,IL1110200,A,4702,IL
2026Q2,IL2015500,A,35580,IL
2026Q2,IL1650250,A,171,IL
2026Q2,IL0312850,A,11709,IL
2026Q2,IL0630500,A,994,IL
2026Q2,WY5601610,A,61,TX
2026Q2,WY5601646,A,212,WY
2026Q2,WY5600209,A,60,WY
2026Q2,NJ1438323,A,32,NJ
2026Q2,WY5600979,A,115,WY
2026Q2,WY5601368,A,800,WY
2026Q2,WY5600017,A,195,WY
2026Q2,WY5601749,A,35,WY
2026Q2,MO5258127,A,62,MO
2026Q2,WI1110826,A,145,WI
2026Q2,WI6090616,A,200,WI
2026Q2,093200372,A,450,NV
2026Q2,093200067,A,150,NV
2026Q2,090600036,A,51,CA
2026Q2,090600022,A,41,CA
2026Q2,090600159,A,222,CA
2026Q2,090600147,A,7003,CA
2026Q2,090600146,A,305,CA
2026Q2,090600237,A,1290,CA
2026Q2,090400301,A,650,CA
2026Q2,WI8550139,A,25,WI
2026Q2,WI8040248,A,50,WI
2026Q2,WI4151033,A,25,WI
2026Q2,WI4151034,A,28,WI
2026Q2,WI4380193,A,50,WI
2026Q2,WI4380194,A,25,WI
2026Q2,WI4380599,A,50,WI
2026Q2,WI2685590,A,31,WI
2026Q2,WI4430157,A,70,WI
2026Q2,WI6181225,A,457,WI
2026Q2,IL1370200,A,19903,IL
2026Q2,IL1110750,A,2089,IL
2026Q2,IL1617120,A,500,IL
2026Q2,IL0735120,A,95,IL
2026Q2,IL0090050,A,122,IL
2026Q2,IL0150250,A,3020,IL
2026Q2,CT1021001,A,79,CT
2026Q2,CT1021073,A,100,CT
2026Q2,WI6480279,A,26,WI
2026Q2,WI6480625,A,26,WI
2026Q2,WI6490738,A,25,WI
2026Q2,WI8040285,A,25,WI
2026Q2,WI6170342,A,30,WI
2026Q2,WI6620009,A,25,WI
2026Q2,WI4450927,A,25,WI
2026Q2,WI2520398,A,31,WI
2026Q2,WI1110274,A,44,WI
2026Q2,WI3110004,A,306,WI
2026Q2,WI1110245,A,306,WI
2026Q2,WI4430208,A,50,WI
2026Q2,WI6490441,A,25,WI
2026Q2,TX2200319,A,55,TX
2026Q2,TX0790527,A,65,TX
2026Q2,NY2230041,A,25,NY
2026Q2,NY0203066,A,109,NY
2026Q2,NY5509695,A,75,NY
2026Q2,NY4430192,A,25,NY
2026Q2,NY1730056,A,100,NY
2026Q2,NY4514091,A,180,NY
2026Q2,NY0412271,A,200,NY
2026Q2,NY1016886,A,45,NY
2026Q2,WY5600239,A,10000,WY
2026Q2,WY5600226,A,254,WY
2026Q2,NY5616750,A,500,NY
2026Q2,FL2040159,A,70,FL
2026Q2,FL6535747,A,25,FL
2026Q2,FL2040843,A,30,FL
2026Q2,FL4565154,A,44,FL
2026Q2,FL1460182,A,34789,FL
2026Q2,FL5114163,A,166,FL
2026Q2,FL2554475,A,14790,FL
2026Q2,FL6514545,A,1173,FL
2026Q2,FL2124419,A,25,TN
2026Q2,FL6274866,A,65,FL
2026Q2,FL4431509,A,70,FL
2026Q2,FL6424778,A,35,FL
2026Q2,FL6412551,A,395,FL
2026Q2,UTAH21007,A,1105,UT
2026Q2,IN2330100,A,75,IN
2026Q2,UTAH21002,A,1013,UT
2026Q2,UTAH09067,A,70,UT
2026Q2,UTAH25044,A,60,UT
2026Q2,WI8260145,A,25,WI
2026Q2,WI6560211,A,100,WI
2026Q2,GA0330049,A,78,GA
2026Q2,GA2090000,A,513,GA
2026Q2,GA3150001,A,530,GA
2026Q2,GA1030033,A,33,GA
2026Q2,GA1070001,A,325,GA
2026Q2,GA1810028,A,30,GA
2026Q2,GA1810021,A,50,GA
2026Q2,GA1810033,A,46,GA
2026Q2,GA1810023,A,26,GA
2026Q2,GA1810038,A,5979,GA
2026Q2,NY5206808,A,60,NY
2026Q2,NY1902192,A,1000,NY
2026Q2,NY5922664,A,25,NY
2026Q2,NY3813681,A,25,NY
2026Q2,NY3921739,A,64,NY
2026Q2,NY1330368,A,25,NY
2026Q2,NY5730010,A,25,NY
2026Q2,NY5222812,A,50,NY
2026Q2,NY5230137,A,200,NY
2026Q2,NY5230115,A,40,NY
2026Q2,090400300,A,3211,CA
2026Q2,090400302,A,3001,CA
2026Q2,090400304,A,40,CA
2026Q2,093200165,A,456,NV
2026Q2,093200164,A,110,NV
2026Q2,090400395,A,1005,AZ
2026Q2,090600135,A,153,CA
2026Q2,090400049,A,622,AZ
2026Q2,090600399,A,35,CA
2026Q2,090605062,A,90,CA
2026Q2,090605041,A,61,CA
2026Q2,090400701,A,626,AZ
2026Q2,090600142,A,16000,CA
2026Q2,090605121,A,70,CA
2026Q2,WI8160401,A,25,WI
2026Q2,MD0210015,A,688,MD
2026Q2,MD1021710,A,80,MD
2026Q2,OR4100079,A,1400,OR
2026Q2,OR4194376,A,75,OR
2026Q2,MD1171015,A,175,MD
2026Q2,MD0210020,A,45,MD
2026Q2,MD1020101,A,100,MD
2026Q2,MD1181321,A,502,MD
2026Q2,TX1990004,A,6171,TX
2026Q2,NJ1705301,A,195,NJ
2026Q2,NE3150371,A,109,NE
2026Q2,WI1110243,A,306,WI
2026Q2,WI4430060,A,25,WI
2026Q2,WI4310134,A,45,WI
2026Q2,WI4590721,A,25,WI
2026Q2,WI8550566,A,25,WI
2026Q2,WI2686121,A,25,WI
2026Q2,WI1570378,A,52,WI
2026Q2,WI4240270,A,100,WI
2026Q2,WI4590716,A,25,WI
2026Q2,WI4052293,A,40,WI
2026Q2,WI7010234,A,100,WI
2026Q2,WI8070216,A,25,WI
2026Q2,WA5382954,A,395,WA
2026Q2,WA5382963,A,55,WA
2026Q2,WA5382950,A,41,WA
2026Q2,CA1000459,A,300,CA
2026Q2,CA1210024,A,490,CA
2026Q2,OH7830912,A,242,OH
2026Q2,OH0236412,A,38,OH
2026Q2,OH3501403,A,265,OH
2026Q2,OH3801012,A,197,OH
2026Q2,MO4292692,A,200,MO
2026Q2,NY2430009,A,48,NY
2026Q2,NY5530025,A,25,NY
2026Q2,NC0113020,A,1786,NC
2026Q2,NY1222496,A,26,NY
2026Q2,NY3407454,A,150,NY
2026Q2,NC0100494,A,100,NC
2026Q2,CT0960014,A,25,CT
2026Q2,FL6292998,A,350,FL
2026Q2,CT0390214,A,34,CT
2026Q2,CT0340234,A,36,CT
2026Q2,FL6515200,A,25,FL
2026Q2,CT0861051,A,105,NY
2026Q2,FL6424746,A,25,FL
2026Q2,IN2760100,A,25,IN
2026Q2,IN2500051,A,25,IN
2026Q2,IN2500015,A,102,IN
2026Q2,IN2670015,A,60,IN
2026Q2,NJ1517001,A,25295,NJ
2026Q2,NJ1517002,A,2000,NJ
2026Q2,NJ1517004,A,150,NJ
2026Q2,IN5264013,A,2028,IN
2026Q2,MN5790055,A,25,MN
2026Q2,IN2340395,A,113,IN
2026Q2,WI8510547,A,25,WI
2026Q2,MN5760081,A,30,MN
2026Q2,WI6490981,A,25,WI
2026Q2,WI6491037,A,25,WI
2026Q2,WI6031159,A,25,WI
2026Q2,WI4700443,A,25,WI
2026Q2,OR4193443,A,150,OR
2026Q2,WI7440963,A,25,WI
2026Q2,OR4195139,A,57,OR
2026Q2,MN5160145,A,30,MN
2026Q2,NY1322057,A,300,NY
2026Q2,NY0100206,A,105,NY
2026Q2,NY1719329,A,375,NY
2026Q2,NY1219084,A,250,NY
2026Q2,NY5130011,A,50,NY
2026Q2,NE3120907,A,60,NE
2026Q2,NY1330144,A,25,NY
2026Q2,NY4413959,A,30,NY
2026Q2,NY3530148,A,945,NY
2026Q2,NY1330546,A,256,NY
2026Q2,NY5130120,A,75,NY
2026Q2,NY5405813,A,26,NY
2026Q2,NY5330157,A,100,NY
2026Q2,NY3921731,A,400,NY
2026Q2,NY3902964,A,100,NY
2026Q2,NY3902963,A,100,NY
2026Q2,NY3910520,A,25,NY
2026Q2,OR4194099,A,200,OR
2026Q2,NY5930108,A,60,NY
2026Q2,OR4195110,A,200,OR
2026Q2,OR4192085,A,25,OR
2026Q2,NY1930098,A,25,NY
2026Q2,OR4194487,A,120,OR
2026Q2,OH0635312,A,65,OH
2026Q2,FL6291250,A,400,FL
2026Q2,OR4191600,A,25,OR
2026Q2,OR4101470,A,258,OR
2026Q2,NE3121281,A,50,NE
2026Q2,NE3121206,A,80,NE
2026Q2,NJ1714326,A,404,NJ
2026Q2,NJ0120307,A,151,NJ
2026Q2,NJ1022379,A,620,NJ
2026Q2,NJ1022374,A,575,NJ
2026Q2,NJ0336311,A,155,NJ
2026Q2,TX1013573,A,2592,TX
2026Q2,NJ0335329,A,41,NJ
2026Q2,NJ0339316,A,364,NJ
2026Q2,NJ0339303,A,25,NJ
2026Q2,TX0950073,A,52,TX
2026Q2,NE3120942,A,80,NE
2026Q2,MD1181058,A,37,MD
2026Q2,NY5614908,A,55,NY
2026Q2,NY5903433,A,6485,NY
2026Q2,NY2102307,A,8053,NY
2026Q2,NY1330039,A,150,NY
2026Q2,NY4130302,A,300,NY
2026Q2,NY0630066,A,100,NY
2026Q2,NY0602925,A,108,NY
2026Q2,NY4404399,A,220,NY
2026Q2,WI2670478,A,752,WI
2026Q2,WI2687117,A,32,WI
2026Q2,WI4710522,A,50,WI
2026Q2,WI4050574,A,25,WI
2026Q2,WI8580548,A,25,WI
2026Q2,NC0144432,A,25,NC
2026Q2,NY5205744,A,68,NY
2026Q2,NC0136826,A,25,NC
2026Q2,NC0120025,A,999,NC
2026Q2,NY3902024,A,100,NY
2026Q2,NY1322844,A,100,NY
2026Q2,NC0326445,A,50,NC
2026Q2,NY5503366,A,4300,NY
2026Q2,NY5120146,A,150,NY
2026Q2,NC0498045,A,440,NC
2026Q2,NY2430060,A,350,NY
2026Q2,NC3079029,A,25,NC
2026Q2,NC0279762,A,25,NC
2026Q2,NC0106025,A,495,NC
2026Q2,NC0136606,A,30,NC
2026Q2,MN5280246,A,100,MN
2026Q2,MN5160005,A,30,MN
2026Q2,MN5470082,A,50,MN
2026Q2,MN5390126,A,100,MN
2026Q2,MN5860221,A,50,MN
2026Q2,MN1550005,A,73,MN
2026Q2,MN5140041,A,100,MN
2026Q2,MN5181062,A,60,MN
2026Q2,MN5271092,A,200,MN
2026Q2,MN5060014,A,60,MN
2026Q2,MN5380044,A,25,MN
2026Q2,MN5560598,A,25,MN
2026Q2,MN5160339,A,36,MN
2026Q2,MN1860021,A,183,MN
2026Q2,OR4194535,A,150,OR
2026Q2,MN5010330,A,100,MN
2026Q2,OR4190939,A,115,OR
2026Q2,WI4201308,A,29,WI
2026Q2,MO4010643,A,746,MO
2026Q2,MN5050220,A,45,MN
2026Q2,MO3048277,A,84,MO
2026Q2,WI2520845,A,53,WI
2026Q2,MO6010638,A,5600,MO
2026Q2,MO6031362,A,240,MO
2026Q2,MN1660010,A,20790,MN
2026Q2,MO3010706,A,800,MO
2026Q2,IN5285014,A,30,IN
2026Q2,NY0600360,A,12743,NY
2026Q2,NY5530365,A,747,NY
2026Q2,OR4101144,A,130,OR
2026Q2,NY5614822,A,400,NY
2026Q2,NY4933999,A,50,NY
2026Q2,OR4100978,A,202,OR
2026Q2,NY5000661,A,38,NY
2026Q2,NY2501016,A,3000,NY
2026Q2,NY3100577,A,6920,NY
2026Q2,IN2850013,A,90,IN
2026Q2,NY5716312,A,60,NY
2026Q2,FL6530460,A,150,FL
2026Q2,FL1320444,A,60,FL
2026Q2,FL6412425,A,25,FL
2026Q2,FL1664115,A,55,FL
2026Q2,FL4434585,A,25,FL
2026Q2,VT0005205,A,864,VT
2026Q2,FL6295010,A,63,FL
2026Q2,FL6534682,A,25,NY
2026Q2,FL3424036,A,102,FL
2026Q2,FL1670737,A,25,FL
2026Q2,FL3644266,A,42,FL
2026Q2,FL3641242,A,538,IL
2026Q2,FL2454387,A,25,FL
2026Q2,TX1290016,A,16341,TX
2026Q2,VT0021045,A,175,VT
2026Q2,TX1090068,A,0,TX
2026Q2,VT0001436,A,336,VT
2026Q2,OH7445312,A,100,OH
2026Q2,OH7445212,A,315,OH
2026Q2,OH5055015,A,75,OH
2026Q2,IN2370870,A,138,IN
2026Q2,IN2840037,A,25,IN
2026Q2,IN2810003,A,100,IN
2026Q2,CT0279033,A,25,CT
2026Q2,IN2201101,A,264,IN
2026Q2,IN5214005,A,1703,IN
2026Q2,IN2370100,A,25,IN
2026Q2,WI2686295,A,35,WI
2026Q2,WI8040280,A,25,WI
2026Q2,WI2520408,A,100,WI
2026Q2,WI4380567,A,50,WI
2026Q2,WI2670647,A,125,WI
2026Q2,WI7640155,A,80,WI
2026Q2,WI7640156,A,140,WI
2026Q2,WI7640964,A,25,WI
2026Q2,WI2300177,A,220,WI
2026Q2,IA2825201,A,27,IA
2026Q2,IA9525202,A,110,IA
2026Q2,IA4033801,A,167,IA
2026Q2,IA3122301,A,38,IA
2026Q2,IA2322202,A,27,IA
2026Q2,IA2326206,A,104,IA
2026Q2,WY5601026,A,100,WY
2026Q2,WY5600787,A,120,WY
2026Q2,WY5600910,A,176,WY
2026Q2,IL0970250,A,21248,IL
2026Q2,IL1675150,A,1170,IL
2026Q2,IL0894130,A,26098,IL
2026Q2,IL1190260,A,203,MO
2026Q2,MO1282815,A,204,MO
2026Q2,IL0635150,A,90,IL
2026Q2,MO5191387,A,275,MO
2026Q2,IL1190030,A,166,IL
2026Q2,IL1194280,A,29500,IL
2026Q2,MN5690993,A,25,MN
2026Q2,OR4106117,A,25,OR
2026Q2,CO0130085,A,9887,CO
2026Q2,CO0225740,A,33,CO
2026Q2,CO0225735,A,68,CO
2026Q2,CO0230617,A,25,CO
2026Q2,CT1501013,A,245,CT
2026Q2,MN5020129,A,200,MN
2026Q2,MN5820413,A,150,MN
2026Q2,MN5030482,A,50,MN
2026Q2,MN5030552,A,25,TN
2026Q2,MN5860312,A,100,MN
2026Q2,MN5690149,A,225,WI
2026Q2,MN5020299,A,800,MN
2026Q2,MN5330149,A,35,MN
2026Q2,MN5020192,A,100,MN
2026Q2,IL1950300,A,537,IL
2026Q2,IL1130600,A,1411,IL
2026Q2,TX0180013,A,300,TX
2026Q2,TX0080014,A,300,TX
2026Q2,IL0975700,A,414,IL
2026Q2,TX1010318,A,75,TX
2026Q2,TX1650108,A,75,TX
2026Q2,WI1540293,A,25,WI
2026Q2,WI8580110,A,25,WI
2026Q2,WI2651816,A,30,WI
2026Q2,WI7210197,A,50,WI
2026Q2,WI4430654,A,25,WI
2026Q2,OR4193751,A,70,OR
2026Q2,NY4321551,A,25,NY
2026Q2,WI7640366,A,150,WI
2026Q2,WI7721398,A,25,WI
2026Q2,WI4430495,A,4583,WI
2026Q2,WI6620165,A,120,WI
2026Q2,WI7500680,A,25,WI
2026Q2,WI2680007,A,56,WI
2026Q2,WI2650060,A,2601,WI
2026Q2,WI4380602,A,25,WI
2026Q2,WI4390633,A,80,WI
2026Q2,WI7720319,A,25,WI
2026Q2,NM3500131,A,703,NM
2026Q2,NJ1806356,A,402,NJ
2026Q2,VT0004691,A,85,VT
2026Q2,NY1708288,A,75,NY
2026Q2,WY5601339,A,324,MI
2026Q2,WY5601622,A,320,MI
2026Q2,WY5600969,A,265,MI
2026Q2,WY5601231,A,336,MI
2026Q2,WY5601464,A,94,WY
2026Q2,WY5601428,A,132,WY
2026Q2,NY0311098,A,50,NY
2026Q2,NY0310344,A,50,NY
2026Q2,NY0200361,A,60,NY
2026Q2,NY5601499,A,45,NY
2026Q2,NY5801240,A,950,NY
2026Q2,PA5650399,A,25,PA
2026Q2,IN2430002,A,40,IN
2026Q2,IN2200481,A,150,IN
2026Q2,IN2760837,A,40,IN
2026Q2,IN2500921,A,74,IN
2026Q2,IN2010135,A,200,IN
2026Q2,CA1010052,A,850,CA
2026Q2,NV0002214,A,100,NV
2026Q2,NV0000369,A,50,NV
2026Q2,NV0000362,A,65,NV
2026Q2,NV0005037,A,25,NV
2026Q2,NV0004139,A,25,NV
2026Q2,NV0002152,A,100,NV
2026Q2,NV0000828,A,25,NV
2026Q2,NV0000165,A,40,NV
2026Q2,NV0000063,A,411,NV
2026Q2,CA2000616,A,354,CA
2026Q2,GA2750068,A,100,GA
2026Q2,GA1090037,A,127,GA
2026Q2,MD1070011,A,874,MD
2026Q2,MD1070001,A,413,MD
2026Q2,MD1070005,A,389,MD
2026Q2,MD1070044,A,1102,MD
2026Q2,MD1070027,A,726,MD
2026Q2,MD1041171,A,38,MD
2026Q2,MD1121320,A,259,MD
2026Q2,IL2035200,A,93,IL
2026Q2,IL1770550,A,350,IL
2026Q2,IL1615580,A,91,IL
2026Q2,IL0434140,A,18537,IL
2026Q2,VT0005330,A,1500,VT
2026Q2,IL0930150,A,38169,IL
2026Q2,IL1330050,A,11129,IL
2026Q2,PA2640047,A,1100,PA
2026Q2,IL0990550,A,7100,IL
2026Q2,PA2640051,A,320,PA
2026Q2,IL0490050,A,2300,IL
2026Q2,IL0670550,A,460,IL
2026Q2,IL0495350,A,120,IL
2026Q2,IL0030150,A,213,IL
2026Q2,IL1435470,A,3783,IL
2026Q2,090605158,A,1000,CA
2026Q2,090605045,A,400,CA
2026Q2,090600057,A,102,CA
2026Q2,090600059,A,63,CA
2026Q2,090600023,A,30,CA
2026Q2,NJ1319492,A,304,NJ
2026Q2,NJ0301320,A,52,NJ
2026Q2,NJ1405301,A,271,NJ
2026Q2,NJ0111462,A,28,AL
2026Q2,NJ0810323,A,203,NJ
2026Q2,NJ0333331,A,204,NJ
2026Q2,NJ0329335,A,53,NJ
2026Q2,WI1281299,A,105,WI
2026Q2,WI6030370,A,200,WI
2026Q2,WI6030372,A,90,WI
2026Q2,WI6030374,A,90,WI
2026Q2,WI6030889,A,200,WI
2026Q2,WI6030890,A,100,WI
2026Q2,WI6031209,A,25,WI
2026Q2,WI6031213,A,25,WI
2026Q2,WI4450415,A,921,WI
2026Q2,WI6490960,A,55,WI
2026Q2,WI8581298,A,25,TX
2026Q2,WI6060242,A,370,WI
2026Q2,WI1140355,A,54,WI
2026Q2,WI6630339,A,40,WI
2026Q2,WI2461390,A,87,WI
2026Q2,WI6180394,A,100,WI
2026Q2,CA1700546,A,252,CA
2026Q2,090600601,A,464,CA
2026Q2,090605115,A,220,CA
2026Q2,090400702,A,203,AZ
2026Q2,090400383,A,990,AZ
2026Q2,093200166,A,1200,NV
2026Q2,093200376,A,100,NV
2026Q2,093200373,A,2340,NV
2026Q2,093200362,A,250,CA
2026Q2,093200169,A,950,CA
2026Q2,093200167,A,50,CA
2026Q2,093200168,A,800,CA
2026Q2,NY0530005,A,50,NY
2026Q2,NY0530053,A,50,NY
2026Q2,NY0330090,A,100,NY
2026Q2,NY0301652,A,2600,NY
2026Q2,NY5718147,A,100,NY
2026Q2,NY3302035,A,450,NY
2026Q2,NY5207498,A,120,NY
2026Q2,NY1330602,A,25,NY
2026Q2,NY5530080,A,25,NY
2026Q2,NY4413910,A,175,NY
2026Q2,NY1316632,A,25,NY
2026Q2,NY1330520,A,425,NY
2026Q2,NY4111577,A,44,NY
2026Q2,NY3503532,A,4101,NY
2026Q2,TX1050056,A,1143,TX
2026Q2,NJ1517006,A,1230,NJ
2026Q2,NJ1517005,A,150,NJ
2026Q2,NJ1330002,A,6775,NJ
2026Q2,NJ1330003,A,2123,NJ
2026Q2,NJ1330004,A,286,NJ
2026Q2,NJ1314001,A,1500,NJ
2026Q2,FL6534889,A,25,NJ
2026Q2,FL3425154,A,45,FL
2026Q2,FL3425124,A,25,FL
2026Q2,FL4474442,A,25,VA
2026Q2,PA7220029,A,302,PA
2026Q2,WI6490444,A,150,WI
2026Q2,MD1061022,A,120,MD
2026Q2,GA1910067,A,164,GA
2026Q2,CA4900604,A,50,CA
2026Q2,GA0690088,A,125,GA
2026Q2,GA1050037,A,176,GA
2026Q2,MD1010001,A,240,MD
2026Q2,TX1650160,A,25,CA
2026Q2,TX0720057,A,80,TX
2026Q2,TX0680214,A,3477,TX
2026Q2,WI4151660,A,27,WI
2026Q2,WI4151778,A,58,WI
2026Q2,WI6620314,A,25,WI
2026Q2,WI4360648,A,550,WI
2026Q2,WI8020465,A,25,WI
2026Q2,WI7640957,A,311,WI
2026Q2,WI4310419,A,25,WI
2026Q2,WI6490381,A,55,WI
2026Q2,NY3908019,A,300,NY
2026Q2,NY4430056,A,25,NY
2026Q2,NY0400343,A,1188,NY
2026Q2,NY1505390,A,136,NY
2026Q2,NY4130265,A,50,NY
2026Q2,NY4111847,A,200,NY
2026Q2,NY3730080,A,25,NY
2026Q2,NY5712765,A,100,NY
2026Q2,NY0416426,A,25,NY
2026Q2,NY0330032,A,25,NY
2026Q2,NJ1414366,A,504,NJ
2026Q2,WI6100409,A,25,WI
2026Q2,WI6030343,A,25,WI
2026Q2,WI1280312,A,205,WI
2026Q2,WI4150587,A,104,WI
2026Q2,WI4450515,A,25,WI
2026Q2,WI6561309,A,25,WI
2026Q2,WI6560220,A,50,WI
2026Q2,WI2686619,A,25,WI
2026Q2,WI2686466,A,25,WI
2026Q2,WI2680645,A,50,WI
2026Q2,WI7370928,A,300,WI
2026Q2,WI4710927,A,25,WI
2026Q2,WI7640977,A,154,WI
2026Q2,WI6320233,A,1520,WI
2026Q2,WI8550224,A,25,WI
2026Q2,WI4150179,A,114,WI
2026Q2,MD1131042,A,183,MD
2026Q2,MN1460002,A,167,MN
2026Q2,NJ1820300,A,104,NJ
2026Q2,NJ1806354,A,30,NJ
2026Q2,NJ1806305,A,1506,NJ
2026Q2,NJ1805396,A,206,NJ
2026Q2,NJ1805394,A,90,NJ
2026Q2,TX1700814,A,250,TX
2026Q2,NJ1810352,A,200,NJ
2026Q2,NJ1820306,A,50,NJ
2026Q2,NE3120386,A,30,NE
2026Q2,TX1011177,A,249,TX
2026Q2,WA5379740,A,9,WA
2026Q2,WA5379800,A,415,WA
2026Q2,090605109,A,6120,CA
2026Q2,WA5379860,A,130,WA
2026Q2,WA5380005,A,98,WA
2026Q2,WA5380100,A,324,WA
2026Q2,WA5380130,A,47,WA
2026Q2,090600158,A,9600,CA
2026Q2,090600201,A,109,CA
2026Q2,090600120,A,600,CA
2026Q2,093200172,A,30,NV
2026Q2,090400118,A,177,AZ
2026Q2,090400119,A,555,AZ
2026Q2,090400116,A,2200,AZ
2026Q2,NC0392448,A,75,NC
2026Q2,NY3830119,A,25,NY
2026Q2,NY1200248,A,260,NY
2026Q2,NY5030067,A,25,NY
2026Q2,NC4092117,A,100,NC
2026Q2,NY3504062,A,60,NY
2026Q2,NC0279660,A,60,NC
2026Q2,NC4392633,A,50,NC
2026Q2,NC0155554,A,25,NC
2026Q2,NY5202719,A,410,NY
2026Q2,NC3097022,A,25,NC
2026Q2,NC0197526,A,51,NC
2026Q2,PA6530842,A,150,PA
2026Q2,PA6170818,A,25,PA
2026Q2,PA3480041,A,30,PA
2026Q2,PA3060695,A,125,PA
2026Q2,PA2640006,A,85,PA
2026Q2,PA7360905,A,100,MA
2026Q2,WI8160224,A,25,WI
2026Q2,PA3391054,A,100,PA
2026Q2,WI4360433,A,705,WI
2026Q2,WI4150351,A,28,WI
2026Q2,WI1220090,A,40,WI
2026Q2,WI2650329,A,30,WI
2026Q2,WI4430642,A,50,WI
2026Q2,WI6170283,A,30,WI
2026Q2,CT1300164,A,25,CT
2026Q2,CT0680064,A,150,CT
2026Q2,MN5730615,A,50,MN
2026Q2,MN5730463,A,175,MN
2026Q2,WI2461547,A,138,WI
2026Q2,WI1571205,A,50,WI
2026Q2,MN5580445,A,80,MN
2026Q2,MN5180151,A,135,MN
2026Q2,MO4170531,A,25,MO
2026Q2,MO1010161,A,382,MO
2026Q2,MO3048243,A,30,MO
2026Q2,OR4194131,A,25,OR
2026Q2,OR4105741,A,100,OR
2026Q2,CA0300107,A,27,CA
2026Q2,NY5905629,A,95,NY
2026Q2,NY3530347,A,100,NY
