SUBMISSIONYEARQUARTER,PWSID,PWS_ACTIVITY_CODE,POPULATION_SERVED_COUNT,STATE_CODE
2026Q2,SD4680064,A,40,KS
2026Q2,SD4680068,A,124,SD
2026Q2,SD4680071,A,166,KS
2026Q2,SD4680073,A,56,KS
2026Q2,SD4680074,A,145,KS
2026Q2,SD4680078,A,41,KS
2026Q2,050594225,A,170,VA
2026Q2,055295401,A,2962,WI
2026Q2,VA6113265,A,90,VA
2026Q2,VA4057450,A,70,VA
2026Q2,VA4101900,A,3063,VA
2026Q2,NM3590805,A,335,OK
2026Q2,VA4057295,A,25,VA
2026Q2,VA5141546,A,30,VA
2026Q2,VA5117530,A,300,VA
2026Q2,VA1185759,A,40,VA
2026Q2,VA6153600,A,168747,VA
2026Q2,VA6153671,A,150,VA
2026Q2,VA6153323,A,207,VA
2026Q2,VA6153050,A,1803,VA
2026Q2,VA6153251,A,136409,VA
2026Q2,VA2161668,A,71,VA
2026Q2,VA4085275,A,500,VA
2026Q2,PA3061229,A,30,PA
2026Q2,NM3523628,A,284,NM
2026Q2,NM3501821,A,300,NM
2026Q2,NM3510020,A,266,NM
2026Q2,NM3591018,A,90,NM
2026Q2,NM3526204,A,1260,NM
2026Q2,NM3526404,A,340,NM
2026Q2,VA1021700,A,985,VA
2026Q2,105300027,A,620,WA
2026Q2,105307402,A,40,WA
2026Q2,105388895,A,160,WA
2026Q2,WI8610082,A,25,WI
2026Q2,WI1132366,A,46,WI
2026Q2,WI4390659,A,37,WI
2026Q2,WI4690976,A,25,IL
2026Q2,WI4690255,A,25,IL
2026Q2,WI4310319,A,25,WI
2026Q2,WI4200751,A,25,WI
2026Q2,WI7720352,A,350,WI
2026Q2,WI2650494,A,30,WI
2026Q2,WI2651214,A,106,WI
2026Q2,WA5393580,A,125,WA
2026Q2,WI4240206,A,49,WI
2026Q2,WA5393715,A,156,WA
2026Q2,WA5393750,A,77,WA
2026Q2,WA5393820,A,120,WA
2026Q2,WA5396350,A,4077,WA
2026Q2,WA5396357,A,39,WA
2026Q2,NC0181040,A,953,NC
2026Q2,NC0496155,A,950,NC
2026Q2,NC0145542,A,200,NC
2026Q2,NC0382605,A,60,NC
2026Q2,WA5396527,A,53,WA
2026Q2,WA5396535,A,280,WA
2026Q2,WA5396550,A,65,WA
2026Q2,WA5396570,A,106,WA
2026Q2,SD4600184,A,572,SD
2026Q2,043700056,A,233,NC
2026Q2,043740039,A,16203,NC
2026Q2,043740054,A,25,NC
2026Q2,CT1609141,A,327,CT
2026Q2,CT0180251,A,392,CT
2026Q2,CT0180342,A,35,CT
2026Q2,CT1429201,A,207,NJ
2026Q2,CT0340013,A,25,CT
2026Q2,CT1059013,A,70,MA
2026Q2,CT0012011,A,26,CT
2026Q2,CT0413011,A,72,CT
2026Q2,CT0614021,A,38,CT
2026Q2,CT0341244,A,25,CT
2026Q2,CA5103327,A,100,CA
2026Q2,CT0670234,A,25,CT
2026Q2,MA1267001,A,425,MA
2026Q2,PA1460008,A,1200,PA
2026Q2,MA4072000,A,24696,MA
2026Q2,MA1341032,A,25,MA
2026Q2,MA2287016,A,250,MA
2026Q2,PA1460022,A,8470,PA
2026Q2,PA1460023,A,3100,PA
2026Q2,PA1460028,A,12901,PA
2026Q2,IA0300648,A,135,IA
2026Q2,NJ0315301,A,920,NJ
2026Q2,NJ0112324,A,1680,NJ
2026Q2,NJ1905357,A,64,NJ
2026Q2,NJ1006325,A,43,PA
2026Q2,WI4151188,A,35,OH
2026Q2,050595401,A,99,WI
2026Q2,050595512,A,48,WI
2026Q2,055294502,A,6699,MN
2026Q2,055295102,A,1839,WI
2026Q2,055295103,A,322,WI
2026Q2,MT0001326,A,85,MT
2026Q2,MT0062254,A,290,MT
2026Q2,MD0230001,A,4500,MD
2026Q2,MD1091139,A,78,MD
2026Q2,MD1101049,A,50,MD
2026Q2,MT0000239,A,820,MT
2026Q2,MT0001646,A,67,MT
2026Q2,PA7670892,A,300,PA
2026Q2,PA7670905,A,1500,PA
2026Q2,PA7670930,A,300,PA
2026Q2,PA7670943,A,80,PA
2026Q2,MD0230006,A,4100,MD
2026Q2,MD1121301,A,201,MD
2026Q2,MD1031404,A,52,MD
2026Q2,MD1021708,A,29,MD
2026Q2,MD1031080,A,42,MD
2026Q2,MT0002799,A,138,ID
2026Q2,MT0004895,A,69,MT
2026Q2,MT0004998,A,240,MT
2026Q2,MT0002651,A,50,MT
2026Q2,MT0003792,A,49,MT
2026Q2,OH8560912,A,30,OH
2026Q2,105388896,A,32,WA
2026Q2,101612109,A,2850,ID
2026Q2,MD0140012,A,260,MD
2026Q2,PA7380353,A,350,FL
2026Q2,PA7380374,A,350,PA
2026Q2,PA7380375,A,75,PA
2026Q2,MD1141100,A,112,MD
2026Q2,MD1031168,A,425,MD
2026Q2,MD1131092,A,110,MD
2026Q2,MD1120004,A,110,MD
2026Q2,MD1120016,A,150,MD
2026Q2,MD1081209,A,30,MD
2026Q2,MD1031047,A,31,MD
2026Q2,MD1041074,A,83,MD
2026Q2,MD1081114,A,30,MD
2026Q2,MD1071230,A,50,MD
2026Q2,MD1130037,A,203,MD
2026Q2,MD1031057,A,48,MD
2026Q2,MD1081098,A,90,MD
2026Q2,MD0100210,A,80,MD
2026Q2,MD1081109,A,150,MD
2026Q2,MD1081110,A,90,MD
2026Q2,SC3260022,A,122,SC
2026Q2,SC1470910,A,40,SC
2026Q2,SC0270924,A,50,SC
2026Q2,043740040,A,164,NC
2026Q2,043740043,A,103,NC
2026Q2,105300033,A,95,WA
2026Q2,105300115,A,115,WA
2026Q2,105300010,A,42,WA
2026Q2,105300047,A,260,WA
2026Q2,105300007,A,445,WA
2026Q2,105300008,A,380,WA
2026Q2,105338101,A,50,WA
2026Q2,105300006,A,340,WA
2026Q2,105300126,A,150,WA
2026Q2,105300016,A,885,WA
2026Q2,040000002,A,5961,AL
2026Q2,CT0550321,A,462,CT
2026Q2,CT0960024,A,25,CT
2026Q2,CT0450011,A,15245,CT
2026Q2,NY1713851,A,37,NY
2026Q2,043740017,A,240,NC
2026Q2,043740041,A,30,NC
2026Q2,CT0300254,A,25,CT
2026Q2,CT0309164,A,25,CT
2026Q2,043740013,A,200,NC
2026Q2,CT0230144,A,25,CT
2026Q2,WI6060297,A,100,WI
2026Q2,WI2650403,A,28,WI
2026Q2,WI4381076,A,25,WI
2026Q2,NJ2123353,A,103,NJ
2026Q2,NJ0805312,A,81,NJ
2026Q2,WI8580534,A,344,WI
2026Q2,NJ0805457,A,141,NJ
2026Q2,NJ0508001,A,127000,NJ
2026Q2,NJ0119002,A,120146,NJ
2026Q2,NJ1413316,A,507,NJ
2026Q2,NJ1911356,A,503,NJ
2026Q2,WI7010185,A,25,IL
2026Q2,WI7010186,A,25,IL
2026Q2,WI7010113,A,75,IL
2026Q2,WI7010302,A,25,IL
2026Q2,WI7010258,A,25,IL
2026Q2,CA2701001,A,25,PA
2026Q2,CA5400722,A,73,CA
2026Q2,CA1710004,A,4762,CA
2026Q2,WI2680341,A,25,WI
2026Q2,CA4200936,A,40,CA
2026Q2,CA2300667,A,157,CA
2026Q2,TX1150007,A,2045,TX
2026Q2,WI7010121,A,50,WI
2026Q2,WI7010495,A,54,WI
2026Q2,CA1910244,A,1275,CA
2026Q2,TX0610116,A,108,TX
2026Q2,MT0000404,A,50,MT
2026Q2,MT0000449,A,53,MT
2026Q2,MT0004530,A,120,MT
2026Q2,IL0890600,A,18261,IL
2026Q2,MT0004738,A,200,MT
2026Q2,NM3502629,A,100,NM
2026Q2,NM3501514,A,25,NM
2026Q2,NM3595426,A,330,NM
2026Q2,NM3501429,A,25,NM
2026Q2,NM3592304,A,150,NM
2026Q2,MT0000225,A,260,MT
2026Q2,MT0001086,A,100,MT
2026Q2,OH6703912,A,185,OH
2026Q2,NJ1511433,A,30,NJ
2026Q2,NM3501113,A,99,NM
2026Q2,NJ0704001,A,12900,NJ
2026Q2,MT0005186,A,245,UT
2026Q2,MT0005141,A,772,UT
2026Q2,MT0003017,A,25,MT
2026Q2,MT0004226,A,900,MT
2026Q2,MT0001848,A,750,MT
2026Q2,NC0149547,A,120,NC
2026Q2,OR4194914,A,375,OR
2026Q2,NC0102132,A,25,NC
2026Q2,NC1088036,A,25,NC
2026Q2,NC0188535,A,50,NC
2026Q2,NC0155569,A,350,NC
2026Q2,OR4193660,A,250,OR
2026Q2,NC0102548,A,175,NC
2026Q2,NM3588301,A,170,NM
2026Q2,PR0004574,A,134,PR
2026Q2,PR0005557,A,4961,PR
2026Q2,PR0666086,A,53,PR
2026Q2,SC1472006,A,30,SC
2026Q2,PA2450324,A,300,PA
2026Q2,SC2110007,A,9191,SC
2026Q2,SC3670917,A,26,CA
2026Q2,SC1373001,A,26,SC
2026Q2,PA2450334,A,35,PA
2026Q2,SC2660049,A,4415,SC
2026Q2,SC4660001,A,99,SC
2026Q2,SC0770935,A,100,SC
2026Q2,SC1070236,A,50,SC
2026Q2,SC1830005,A,105,SC
2026Q2,NY5230252,A,25,NY
2026Q2,NJ1021312,A,142,NJ
2026Q2,NY6018394,A,300,NY
2026Q2,NY3903001,A,25,NY
2026Q2,NY5230161,A,60,NY
2026Q2,NY0611696,A,50,NY
2026Q2,NY2608876,A,43,NY
2026Q2,NY2701039,A,25918,NY
2026Q2,NY2510701,A,200,NY
2026Q2,NY5130080,A,150,NY
2026Q2,NY5612673,A,80,NY
2026Q2,WI8580718,A,50,WI
2026Q2,WI7370209,A,25,WI
2026Q2,WI4200343,A,385,WI
2026Q2,WI4380709,A,25,WI
2026Q2,SD4602227,A,30,SD
2026Q2,SD4602228,A,470,SD
2026Q2,SD4602229,A,395,SD
2026Q2,SD4602231,A,66,SD
2026Q2,SD4602232,A,65,SD
2026Q2,SD4602234,A,38,SD
2026Q2,SD4602235,A,95,SD
2026Q2,SD4602236,A,87,SD
2026Q2,SD4602237,A,110,SD
2026Q2,SD4602238,A,58,SD
2026Q2,SD4602240,A,49,SD
2026Q2,SD4602241,A,233,SD
2026Q2,SD4602242,A,125,SD
2026Q2,OR4195548,A,26,OR
2026Q2,CA2400254,A,50,CA
2026Q2,CA5403151,A,1000,CA
2026Q2,OR4194623,A,250,OR
2026Q2,TX2120107,A,177,TX
2026Q2,TX2120097,A,381,TX
2026Q2,TX1070041,A,1083,TX
2026Q2,TX1070144,A,228,TX
2026Q2,TX1070181,A,174,TX
2026Q2,TX1070007,A,456,TX
2026Q2,SC2380029,A,26,CA
2026Q2,SC1880017,A,26,CA
2026Q2,MT0000878,A,61,MT
2026Q2,MT0000884,A,262,MT
2026Q2,MT0004631,A,33,MT
2026Q2,TX1300044,A,45,TX
2026Q2,MT0004595,A,152,MT
2026Q2,MT0002173,A,344,MT
2026Q2,PA5260004,A,6000,PA
2026Q2,MT0003620,A,420,MT
2026Q2,MT0005057,A,600,MT
2026Q2,MT0004089,A,200,MT
2026Q2,MT0000873,A,104,MT
2026Q2,TX0790304,A,191,TX
2026Q2,PA5260009,A,9100,PA
2026Q2,MT0004809,A,90,MT
2026Q2,PA5260013,A,3841,PA
2026Q2,MT0000020,A,350,MT
2026Q2,MT0004443,A,38,MT
2026Q2,MT0005080,A,50,MT
2026Q2,PA6330320,A,90,PA
2026Q2,MT0004496,A,92,MT
2026Q2,MT0001184,A,31,MT
2026Q2,IL0195945,A,375,IL
2026Q2,MT0004698,A,685,MT
2026Q2,TX0620030,A,30,OK
2026Q2,WI4381074,A,46,IL
2026Q2,WI8070284,A,25,WI
2026Q2,WI8070208,A,25,WI
2026Q2,WI8070209,A,25,WI
2026Q2,PR0003363,A,7193,PR
2026Q2,PR0640036,A,3033,PR
2026Q2,PR0613556,A,2050,PR
2026Q2,PR0004464,A,924,PR
2026Q2,PR0004584,A,3354,PR
2026Q2,PR0004564,A,2280,PR
2026Q2,PR0004555,A,521,PR
2026Q2,PR0505055,A,427,PR
2026Q2,PR0401234,A,460,PR
2026Q2,PR0003403,A,1567,PR
2026Q2,WI1134003,A,80,WI
2026Q2,WI4240217,A,1002,WI
2026Q2,WI7350442,A,25,WI
2026Q2,WI4150637,A,82,WI
2026Q2,WI6120131,A,25,WI
2026Q2,WI6120406,A,50,WI
2026Q2,WI8550174,A,50,WI
2026Q2,WI6560192,A,50,WI
2026Q2,WI4050468,A,21133,WI
2026Q2,WI4360441,A,301,WI
2026Q2,WI4390169,A,43,IL
2026Q2,WI8040792,A,25,WI
2026Q2,WI4151924,A,25,WI
2026Q2,WI8040694,A,25,WI
2026Q2,IA3570037,A,1130,IA
2026Q2,IA7380036,A,159,IA
2026Q2,MT0002084,A,220,MT
2026Q2,MT0004605,A,50,MT
2026Q2,MT0004030,A,504,MT
2026Q2,WI8070395,A,25,WI
2026Q2,WI2680444,A,63,WI
2026Q2,WA5395450,A,505,WA
2026Q2,WA5395700,A,1353,WA
2026Q2,WA5395750,A,1440,WA
2026Q2,WA5395900,A,1410,WA
2026Q2,WA5395904,A,9046,WA
2026Q2,WA5395910,A,10028,WA
2026Q2,WA5395914,A,795,WA
2026Q2,WA5395915,A,2383,WA
2026Q2,WA5395935,A,370,WA
2026Q2,WA5395942,A,95,WA
2026Q2,WA5396000,A,22,WA
2026Q2,WA5396050,A,62,WA
2026Q2,WA5396070,A,262,WA
2026Q2,WI4590525,A,25,WI
2026Q2,WI6090631,A,60,WI
2026Q2,WI4150362,A,44,WI
2026Q2,NH2278130,A,50,NH
2026Q2,WA5397225,A,37,WA
2026Q2,WA5397235,A,83,WA
2026Q2,WA5397300,A,108,WA
2026Q2,WA5397400,A,386,WA
2026Q2,WA53SP213,A,323,WA
2026Q2,NJ0805308,A,488,NJ
2026Q2,PA2400048,A,3230,PA
2026Q2,VA1021043,A,490,VA
2026Q2,VA3001745,A,170,VA
2026Q2,VA5141366,A,100,VA
2026Q2,IA1427070,A,1242,IA
2026Q2,IA1600301,A,60,IA
2026Q2,IA5857201,A,715,IA
2026Q2,NY3530131,A,25,NY
2026Q2,NY1330731,A,55,RI
2026Q2,IA8215448,A,210,IA
2026Q2,NY0110754,A,110,NY
2026Q2,IA1570032,A,95,IA
2026Q2,NY5510733,A,300,NY
2026Q2,NY3530298,A,25,NY
2026Q2,NY2220875,A,300,NY
2026Q2,NY4301309,A,60,NJ
2026Q2,NY4501812,A,950,NY
2026Q2,IN2090028,A,254,IN
2026Q2,IN2520837,A,30,IN
2026Q2,IN2520839,A,30,IN
2026Q2,IN2520838,A,30,IN
2026Q2,IN2020236,A,203,IN
2026Q2,IN2710873,A,900,IN
2026Q2,IN2520040,A,45,IN
2026Q2,IN2431147,A,80,IN
2026Q2,IN2170040,A,114,IN
2026Q2,IN2170011,A,114,IN
2026Q2,MT0003801,A,118,MT
2026Q2,MT0003157,A,80,MT
2026Q2,WI8070210,A,25,WI
2026Q2,WI8070211,A,25,WI
2026Q2,WI8070212,A,25,WI
2026Q2,WI8070213,A,25,WI
2026Q2,WI8070214,A,25,WI
2026Q2,WI4360280,A,25,WI
2026Q2,WI8260118,A,211,WI
2026Q2,WI2680309,A,50,WI
2026Q2,WI1134335,A,30,WI
2026Q2,WI4450429,A,21583,WI
2026Q2,WI8660573,A,25,WI
2026Q2,WI4600547,A,170,WI
2026Q2,WI2671652,A,70,WI
2026Q2,WI2460218,A,75,WI
2026Q2,WI1131358,A,31,WI
2026Q2,TX0270155,A,138,TX
2026Q2,MD1160046,A,202,MD
2026Q2,MD0090005,A,2150,MD
2026Q2,MD0100213,A,47,MD
2026Q2,MD1061306,A,800,MD
2026Q2,MD1201041,A,35,MD
2026Q2,MD1071133,A,120,MD
2026Q2,MD1151036,A,80,MD
2026Q2,IA9905872,A,35,IA
2026Q2,NJ1710345,A,25,NJ
2026Q2,NJ1402308,A,47,NJ
2026Q2,NJ1709330,A,75,UT
2026Q2,MT0003204,A,28,MT
2026Q2,MT0005111,A,75,MT
2026Q2,MT0001169,A,58,MT
2026Q2,MT0005022,A,82,MT
2026Q2,MT0000050,A,50,MT
2026Q2,MT0001291,A,215,MT
2026Q2,MT0000039,A,55,CA
2026Q2,MT0002393,A,207,MT
2026Q2,MT0005187,A,146,MT
2026Q2,MT0003037,A,50,MT
2026Q2,MT0005069,A,123,MT
2026Q2,MT0003035,A,85,MT
2026Q2,CT0730122,A,620,CT
2026Q2,CT0969414,A,88,CT
2026Q2,CT0501001,A,25,CT
2026Q2,CT0180091,A,296,CT
2026Q2,CT0429031,A,366,CT
2026Q2,CT0429121,A,328,CT
2026Q2,NH0517090,A,50,ME
2026Q2,CT1310031,A,70,CT
2026Q2,CT0180171,A,144,CT
2026Q2,105300036,A,330,WA
2026Q2,105300139,A,95,WA
2026Q2,CT1370014,A,25,CT
2026Q2,MT0004741,A,80,MT
2026Q2,MT0004559,A,210,MT
2026Q2,MT0004190,A,225,MT
2026Q2,VA3001500,A,1625,VA
2026Q2,VA3001535,A,400,VA
2026Q2,VA2023360,A,180,VA
2026Q2,VA5680200,A,80995,VA
2026Q2,VA3149246,A,510,VA
2026Q2,VA6033515,A,396,VA
2026Q2,VA2065600,A,80,VA
2026Q2,VA2165300,A,1430,VA
2026Q2,VA2139390,A,120,VA
2026Q2,VA4073147,A,50,VA
2026Q2,VA3095882,A,100,VA
2026Q2,VA3810250,A,2195,VA
2026Q2,VA1155081,A,400,VA
2026Q2,VA2065256,A,1405,VA
2026Q2,VA2065560,A,25,VA
2026Q2,VA2065255,A,1400,VA
2026Q2,VA1121090,A,22000,VA
2026Q2,CA1009256,A,30,CA
2026Q2,CA1000548,A,25,CA
2026Q2,CA1000472,A,40,CA
2026Q2,CA1000593,A,60,CA
2026Q2,NC0155577,A,35,NC
2026Q2,MD1150014,A,155,MD
2026Q2,MD1111106,A,84,PA
2026Q2,MD1020140,A,120,MD
2026Q2,MT0004256,A,32,MT
2026Q2,MT0004792,A,42,MT
2026Q2,MT0001867,A,54,MT
2026Q2,080890010,A,2020,CO
2026Q2,084990004,A,300,CO
2026Q2,MT0003141,A,55,MT
2026Q2,WY5600091,A,930,WY
2026Q2,MT0004164,A,84,MT
2026Q2,MT0000212,A,718,MT
2026Q2,WY5600050,A,25,WY
2026Q2,WY5600200,A,200,WY
2026Q2,MT0005092,A,26,UT
2026Q2,MT0005005,A,50,UT
2026Q2,MT0005091,A,26,UT
2026Q2,MT0000723,A,97,MT
2026Q2,WY5600007,A,445,WY
2026Q2,WY5601201,A,2500,WY
2026Q2,WY5601644,A,717,WY
2026Q2,MT0062201,A,75,MT
2026Q2,MT0000701,A,105,MT
2026Q2,MT0003275,A,27,MT
2026Q2,MT0003665,A,600,MT
2026Q2,MD0170022,A,25,MD
2026Q2,WI2300111,A,25,WI
2026Q2,WI6560244,A,120,WI
2026Q2,TX0100015,A,264,TX
2026Q2,MS0760001,A,546,MS
2026Q2,VA2109646,A,900,VA
2026Q2,VA1063148,A,50,VA
2026Q2,VA3131372,A,76,VA
2026Q2,VA1071660,A,2760,VA
2026Q2,VA1185115,A,82,VA
2026Q2,VA3181850,A,490,VA
2026Q2,PA2080010,A,336,PA
2026Q2,VA3001014,A,35,VA
2026Q2,VA5141509,A,26,VA
2026Q2,VA2065052,A,60,VA
2026Q2,VA2125044,A,125,VA
2026Q2,VA2109825,A,70,VA
2026Q2,PA1460823,A,2300,PA
2026Q2,NY5203914,A,250,NY
2026Q2,NY5211124,A,37,NY
2026Q2,WI2300103,A,88,IL
2026Q2,WI7210248,A,25,WI
2026Q2,WI4430679,A,25,WI
2026Q2,WI4381048,A,25,WI
2026Q2,WI4080345,A,25,WI
2026Q2,WI2680713,A,1130,WI
2026Q2,WI4690735,A,25,WI
2026Q2,WI6181023,A,35,WI
2026Q2,MD0200004,A,675,MD
2026Q2,MD1181351,A,281,MD
2026Q2,MD1181142,A,28,MD
2026Q2,NM3590230,A,300,NM
2026Q2,MT0004509,A,100,MT
2026Q2,MT0000171,A,650,MT
2026Q2,MT0002824,A,100,MT
2026Q2,MT0000296,A,75,MT
2026Q2,MT0000154,A,240,MT
2026Q2,MT0005019,A,29,MT
2026Q2,MD1021619,A,86,MD
2026Q2,MD0140006,A,1750,MD
2026Q2,MD1101388,A,138,MD
2026Q2,MD1101376,A,138,MD
2026Q2,MD1041254,A,70,MD
2026Q2,MD1080027,A,493,MD
2026Q2,MD1111119,A,60,MD
2026Q2,MD0020027,A,5447,MD
2026Q2,MD1020061,A,160,MD
2026Q2,MD1031276,A,1001,MD
2026Q2,MD1031274,A,501,MD
2026Q2,MD1031392,A,1001,MD
2026Q2,MD1120067,A,89,MD
2026Q2,MD1031204,A,110,MD
2026Q2,MD1021743,A,120,MD
2026Q2,MD1021744,A,114,MD
2026Q2,NM3581901,A,38,NM
2026Q2,NM3590404,A,25,NM
2026Q2,NM3550504,A,120,NM
2026Q2,CA3902172,A,25,CA
2026Q2,RI2942525,A,170,RI
2026Q2,RI2980082,A,250,RI
2026Q2,RI2000076,A,100,RI
2026Q2,RI2000111,A,50,RI
2026Q2,RI1000099,A,275,RI
2026Q2,CA4901363,A,101,CA
2026Q2,RI2261720,A,30,RI
2026Q2,RI1900053,A,154,RI
2026Q2,RI2980310,A,65,RI
2026Q2,RI2980050,A,250,RI
2026Q2,PA1230857,A,27,PA
2026Q2,TX0450107,A,53,TX
2026Q2,MT0040745,A,1011,MT
2026Q2,MT0004107,A,512,MT
2026Q2,MT0004661,A,89,MT
2026Q2,MT0000349,A,424,MT
2026Q2,WY5600915,A,23,WY
2026Q2,MT0006000,A,93,MT
2026Q2,MT0001342,A,96,MT
2026Q2,ID7220039,A,128,ID
2026Q2,MT0000379,A,210,MT
2026Q2,MT0004628,A,92,MT
2026Q2,MT0004959,A,300,MT
2026Q2,MD1061244,A,125,MD
2026Q2,MD1211046,A,56,MD
2026Q2,MD1061345,A,50,MD
2026Q2,MS0400008,A,2463,MS
2026Q2,MS0620005,A,1251,MS
2026Q2,CT0969223,A,94,CT
2026Q2,MS0100017,A,300,MS
2026Q2,CA4901346,A,59,CA
2026Q2,MS0690006,A,2801,MS
2026Q2,IA9128301,A,183,IA
2026Q2,IA5225308,A,52,IA
2026Q2,IA5285209,A,109,IA
2026Q2,IN5202003,A,362,FL
2026Q2,VT0021508,A,360,VT
2026Q2,IN5227006,A,6000,IN
2026Q2,VT0000750,A,523,VT
2026Q2,VT0021407,A,510,VT
2026Q2,VT0021387,A,344,VT
2026Q2,VT0005530,A,56,VT
2026Q2,VT0005174,A,967,VT
2026Q2,IN2610010,A,203,IN
2026Q2,IN2440963,A,33,IN
2026Q2,IN2710023,A,663,IN
2026Q2,CA2000670,A,26,CA
2026Q2,CA2000568,A,58,CA
2026Q2,CA2400148,A,153,CA
2026Q2,IN2780802,A,61,IN
2026Q2,MO4243133,A,50,MO
2026Q2,MO6024293,A,16548,MO
2026Q2,TX0790028,A,14409,TX
2026Q2,TX1012491,A,200,TX
2026Q2,CO0247011,A,480,CO
2026Q2,ID1110032,A,25,ID
2026Q2,TX1840008,A,30364,TX
2026Q2,TX1050150,A,80,TX
2026Q2,TX0930048,A,1650,TX
2026Q2,TX2370063,A,3343,TX
2026Q2,TX2370085,A,1110,TX
2026Q2,TX2370095,A,150,TX
2026Q2,TX1630049,A,45,TX
2026Q2,TX0450106,A,35,TX
2026Q2,TX0650018,A,400,TX
2026Q2,TX1690005,A,183,TX
2026Q2,TX0780014,A,318,TX
2026Q2,TX0650014,A,222,TX
2026Q2,TX0910037,A,2277,TX
2026Q2,TX0380012,A,119,TX
2026Q2,TX0380013,A,534,TX
2026Q2,TX0380014,A,316,TX
2026Q2,TX0380015,A,183,TX
2026Q2,TX0650004,A,370,TX
2026Q2,MT0004564,A,50,MT
2026Q2,PA6330325,A,500,PA
2026Q2,MT0003692,A,258,MT
2026Q2,MT0004351,A,959,MT
2026Q2,CA3901456,A,25,CA
2026Q2,NC0181038,A,2322,NC
2026Q2,NC0363479,A,1782,NC
2026Q2,NC0363010,A,24102,NC
2026Q2,NC0363129,A,44,NC
2026Q2,NC0155530,A,60,NC
2026Q2,NC0241111,A,300,NC
2026Q2,NC0392592,A,175,NC
2026Q2,CA3901365,A,25,CA
2026Q2,CA3901308,A,30,CA
2026Q2,CA3901108,A,1000,CA
2026Q2,CA3901397,A,26,CA
2026Q2,CA3901301,A,50,CA
2026Q2,WY5600123,A,295,WY
2026Q2,WY5600356,A,300,WY
2026Q2,WY5600357,A,277,WY
2026Q2,WY5601577,A,31,WY
2026Q2,WI2300350,A,27,WI
2026Q2,NC0241439,A,25,NC
2026Q2,WY5601544,A,320,UT
2026Q2,NC0113402,A,400,NC
2026Q2,MI0040081,A,190,PA
2026Q2,CT1160034,A,29,CT
2026Q2,IA3661048,A,1077,IA
2026Q2,PR0272102,A,340,PR
2026Q2,PR0364043,A,220,PR
2026Q2,PR0439024,A,3000,PR
2026Q2,MD1041089,A,130,MD
2026Q2,MD1041162,A,155,MD
2026Q2,MD0090219,A,300,NC
2026Q2,MD0050209,A,100,NC
2026Q2,PA7500800,A,300,PA
2026Q2,PA7500802,A,150,PA
2026Q2,MD1021557,A,70,MD
2026Q2,MD1030067,A,230,MD
2026Q2,MD1030097,A,44,MD
2026Q2,MD1300011,A,860,MD
2026Q2,AK2271106,A,99,AK
2026Q2,MD1031118,A,80,MD
2026Q2,MD1021413,A,56,MD
2026Q2,MD1161113,A,85,MD
2026Q2,CT0900072,A,405,CT
2026Q2,CT0900133,A,500,CT
2026Q2,CT0189954,A,25,CT
2026Q2,CT1660114,A,25,CT
2026Q2,CT1660494,A,40,CT
2026Q2,CT0320214,A,31,CT
2026Q2,CT0261063,A,400,CT
2026Q2,CT0261103,A,100,CT
2026Q2,MS0190016,A,222,MS
2026Q2,SC0780047,A,26,CA
2026Q2,SC2380034,A,25,CA
2026Q2,NY3530128,A,80,NY
2026Q2,NY1909266,A,30,NY
2026Q2,NY2230066,A,1857,NY
2026Q2,NY2230075,A,150,NY
2026Q2,NY5517637,A,25,NY
2026Q2,NY2202077,A,50,NY
2026Q2,NY1030135,A,30,NY
2026Q2,NY3530309,A,25,NY
2026Q2,NY3530261,A,25,NY
2026Q2,NY3512264,A,1500,NY
2026Q2,NY3503638,A,56,NY
2026Q2,NY3503544,A,200,NY
2026Q2,NY3521417,A,70,NY
2026Q2,NY4730067,A,25,NY
2026Q2,MO5071342,A,110,MO
2026Q2,NY5530254,A,30,NY
2026Q2,NY3920083,A,50,NY
2026Q2,MO4024582,A,309,MO
2026Q2,MO6010759,A,1435,MO
2026Q2,OH7704212,A,725,OH
2026Q2,OH8601512,A,750,OH
2026Q2,OH8601012,A,345,OH
2026Q2,OH2803612,A,658,OH
2026Q2,MD1221057,A,40,MD
2026Q2,MD1101012,A,50,MD
2026Q2,MT0001196,A,29,MT
2026Q2,MT0004932,A,120,MT
2026Q2,MT0003890,A,170,MT
2026Q2,MT0002491,A,36,MT
2026Q2,MT0004474,A,50,MT
2026Q2,PA6330824,A,200,KS
2026Q2,MT0004903,A,85,MT
2026Q2,MT0002142,A,64,MT
2026Q2,MT0003323,A,450,MT
2026Q2,MT0004931,A,75,MT
2026Q2,MT0001783,A,124,MT
2026Q2,MT0004534,A,40,MT
2026Q2,MT0005072,A,268,MT
2026Q2,MT0001408,A,60,MT
2026Q2,MT0000259,A,25000,MT
2026Q2,MT0004440,A,256,MT
2026Q2,MT0003522,A,50,MT
2026Q2,PA6610827,A,70,PA
2026Q2,MT0001958,A,510,MT
2026Q2,MT0001700,A,500,MT
2026Q2,MT0001959,A,808,MT
2026Q2,MT0003280,A,191,MT
2026Q2,MT0000686,A,191,MT
2026Q2,MT0000018,A,650,MT
2026Q2,MD1071214,A,25,MD
2026Q2,MD1021605,A,41,MD
2026Q2,MD1061043,A,60,MD
2026Q2,PR0004915,A,6237,PR
2026Q2,PR0530045,A,275,PR
2026Q2,PR0724167,A,25,PR
